record_id,source_record_id,dataset,frozen_gold_label,sampling_frame,selection_rule,selection_order_within_label,normalized_claim_sha256,normalized_source_sha256,component_id,outer_fold,near_duplicate_threshold,selection_seed
medfact_bench_1132,medfact_bench_1132,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,48,10eb1d17d39ea5ed8e71aecf2b652cc8a21eed73a20e6453fa4e5be60a8d8f8e,fcaacd29b729ee9aaa59523e08edbbca929f1dec26325bf2f0bfa4c7d56eba13,pair_component_0031,0,0.9,20260618
medfact_bench_1133,medfact_bench_1133,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,49,10eb1d17d39ea5ed8e71aecf2b652cc8a21eed73a20e6453fa4e5be60a8d8f8e,0de387f30312c860509d5825fa56c7f8f93d36e07eab62d6dc6b042e2ea0f08e,pair_component_0031,0,0.9,20260618
medfact_bench_1134,medfact_bench_1134,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,50,10eb1d17d39ea5ed8e71aecf2b652cc8a21eed73a20e6453fa4e5be60a8d8f8e,26bece95557fc3960564966c27949f6b18512fa920d47847d47597c52953a681,pair_component_0031,0,0.9,20260618
medfact_bench_1135,medfact_bench_1135,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,58,76a0930744d48b2b0ad9368802d90b9b988c2158d70eea70f86222b72483f717,865a041076873c395ac1db10fd83ceceea110ba548dfd720bfed2835f9aac4d2,pair_component_0019,3,0.9,20260618
medfact_bench_1136,medfact_bench_1136,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,59,551a334a6eb7535e91fe017bcb14cb94976d3f2f7956b2c661a1cdb6cd488cff,11daf8e37605ce933b37e40c8a4c6fa221a847c7e82eea70c01805e515b508ab,pair_component_0033,3,0.9,20260618
medfact_bench_1137,medfact_bench_1137,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,60,551a334a6eb7535e91fe017bcb14cb94976d3f2f7956b2c661a1cdb6cd488cff,efc24fa7f747b0b58e6638a22f79a5c450a856ecced25c1966d8c0ae6e247d62,pair_component_0033,3,0.9,20260618
medfact_bench_1138,medfact_bench_1138,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,47,b12075f3c08299f8e7d5b8de116e6e93e5f578f321942b648eed8f417e5123f7,b8b7cc9af02dc62d95b4ca4a21840dad07904ddea82801b469723a5e56ddfa8f,pair_component_0019,3,0.9,20260618
medfact_bench_1139,medfact_bench_1139,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,48,b12075f3c08299f8e7d5b8de116e6e93e5f578f321942b648eed8f417e5123f7,caf8b360ebbd9ff4370544c51bf4e9f190ac9ed80d21efa58fab0ae2cf62dcd1,pair_component_0019,3,0.9,20260618
medfact_bench_114,medfact_bench_114,scifact,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,51,ad2dd7c4306ad78ee5a6a7672cad4c296e3b410e5f305314b8801b0ec1f24fee,7fda1ba28049c0c75143ff50bddeaa48c014e7c6ac584f21229701cc56c49a06,pair_component_0051,1,0.9,20260618
medfact_bench_1140,medfact_bench_1140,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,49,ea9b68e4e7cba3b5f3cc56f8fc4c23c8aec76f81f3f4e8a42a27bacf61ed1d7c,dff16d153e7c60afa7614582e7f3fd0a1e416756a3e0b11a3ce0125bbb728295,pair_component_0012,2,0.9,20260618
medfact_bench_1141,medfact_bench_1141,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,50,ea9b68e4e7cba3b5f3cc56f8fc4c23c8aec76f81f3f4e8a42a27bacf61ed1d7c,c0adacbe5cb01cf46d078ef612f0931053f7cf060c20d757eb6f4bf9878a8edb,pair_component_0012,2,0.9,20260618
medfact_bench_1142,medfact_bench_1142,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,51,ea9b68e4e7cba3b5f3cc56f8fc4c23c8aec76f81f3f4e8a42a27bacf61ed1d7c,519664d09ed3c9d1b94c85685752fab44f3025836f2d9d21a29d7227fac26ded,pair_component_0012,2,0.9,20260618
medfact_bench_1143,medfact_bench_1143,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,52,ea9b68e4e7cba3b5f3cc56f8fc4c23c8aec76f81f3f4e8a42a27bacf61ed1d7c,19fe0b52ce2d1f2c58b85028e1d4a551eebe4f34417b2039998a5c012c0cb37c,pair_component_0012,2,0.9,20260618
medfact_bench_1144,medfact_bench_1144,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,61,c4e71059ca26089475d6f9dea1fd26272419068e5f4d39364fdfa2db3861a674,8f114384686f3e361653b9e254bdbda9cb14b1d5e96e74423b3cb27177e22fff,pair_component_0034,2,0.9,20260618
medfact_bench_1145,medfact_bench_1145,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,62,c4e71059ca26089475d6f9dea1fd26272419068e5f4d39364fdfa2db3861a674,739ca5ed5a631542bb969e547b0779a2ce05c8c7349bfe99c9aacfd5cf239a2f,pair_component_0034,2,0.9,20260618
medfact_bench_1146,medfact_bench_1146,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,63,c4e71059ca26089475d6f9dea1fd26272419068e5f4d39364fdfa2db3861a674,62152a55d3322d2e0a46147b512906a97ff370d7b05ac8255f43b5dfbaa399fb,pair_component_0034,2,0.9,20260618
medfact_bench_1147,medfact_bench_1147,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,64,c4e71059ca26089475d6f9dea1fd26272419068e5f4d39364fdfa2db3861a674,f45fae39ea4454479aecca56751079dd14a28aedd1a9720198dffb661514aedf,pair_component_0034,2,0.9,20260618
medfact_bench_1148,medfact_bench_1148,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,52,c4e71059ca26089475d6f9dea1fd26272419068e5f4d39364fdfa2db3861a674,1ed19088a5a9279a6f6af7b81ed4fd6c39f4715bc6a1024722de2eb6923c473c,pair_component_0034,2,0.9,20260618
medfact_bench_1149,medfact_bench_1149,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,53,c4e71059ca26089475d6f9dea1fd26272419068e5f4d39364fdfa2db3861a674,26c51c07b84bdccc4b66d02d6f726efccc88bd1d14b191ca92cdadb141c4789d,pair_component_0034,2,0.9,20260618
medfact_bench_115,medfact_bench_115,scifact,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,65,c821c5438d92092d20c6b2dd7ba5fda79c9fceb675f7745d4623414156dc3ea8,72331997b2947c12ce4eab089f8546759c3f0d6479dc8f4c2ce323868ec0fd4e,pair_component_0035,1,0.9,20260618
medfact_bench_1150,medfact_bench_1150,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,53,8a5afaa105d7c82bdf11ff55502dbea6bbc6bff7da5ac2bebbca0b8ef44c4eaf,742c21a4045312e5963f73137101df81d3cf4df5c27552e94e7f19a9af217cc9,pair_component_0019,3,0.9,20260618
medfact_bench_1151,medfact_bench_1151,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,66,8a5afaa105d7c82bdf11ff55502dbea6bbc6bff7da5ac2bebbca0b8ef44c4eaf,b8b7cc9af02dc62d95b4ca4a21840dad07904ddea82801b469723a5e56ddfa8f,pair_component_0019,3,0.9,20260618
medfact_bench_1152,medfact_bench_1152,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,54,8a5afaa105d7c82bdf11ff55502dbea6bbc6bff7da5ac2bebbca0b8ef44c4eaf,865a041076873c395ac1db10fd83ceceea110ba548dfd720bfed2835f9aac4d2,pair_component_0019,3,0.9,20260618
medfact_bench_1153,medfact_bench_1153,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,67,8a5afaa105d7c82bdf11ff55502dbea6bbc6bff7da5ac2bebbca0b8ef44c4eaf,caf8b360ebbd9ff4370544c51bf4e9f190ac9ed80d21efa58fab0ae2cf62dcd1,pair_component_0019,3,0.9,20260618
medfact_bench_1154,medfact_bench_1154,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,55,8a5afaa105d7c82bdf11ff55502dbea6bbc6bff7da5ac2bebbca0b8ef44c4eaf,22ce956ae6ce2569054cfd294eb749f9cc3b30fd72eef0035ab515c66c1cc6a7,pair_component_0019,3,0.9,20260618
medfact_bench_1155,medfact_bench_1155,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,68,8a5afaa105d7c82bdf11ff55502dbea6bbc6bff7da5ac2bebbca0b8ef44c4eaf,23fa837c839afdb04b77d8e7b6af48931043bbbac3405509c0095b749137f7a2,pair_component_0019,3,0.9,20260618
medfact_bench_1156,medfact_bench_1156,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,54,bc89ca2e3e6a0af039bd4dc8597e40b19e5f77f805d4481b7e8e45598d80dc6e,b1d27fd058a245c850d4239b2cdf5e7d2735acfca54d6920b55329a2ca781b32,pair_component_0052,1,0.9,20260618
medfact_bench_1157,medfact_bench_1157,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,55,bc89ca2e3e6a0af039bd4dc8597e40b19e5f77f805d4481b7e8e45598d80dc6e,1cd7a93038b79953e4a21c733b836256656bb2cda872a3fd1e6f1cca2c4341b6,pair_component_0052,1,0.9,20260618
medfact_bench_1158,medfact_bench_1158,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,69,363c9dd52080c0379bac8ef7a3a7a1680ba18ff2e7bd94b09e5d567f3e21f88b,fb410c59779701c24460fc6ad56afba9ccf2ba8586978bdc9cdce0ee4b7a8a40,pair_component_0011,1,0.9,20260618
medfact_bench_1159,medfact_bench_1159,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,70,363c9dd52080c0379bac8ef7a3a7a1680ba18ff2e7bd94b09e5d567f3e21f88b,050f529d443ad6c2d9b15f161279940e85ba7f1b1b46e4f18a9bae9e4291e1d4,pair_component_0011,1,0.9,20260618
medfact_bench_116,medfact_bench_116,scifact,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,56,ab43da3d12d6201de1157e14fe52e687bbcca4b5bc8b4e29973ac015aa413499,c042906976333f374db2ce56a08eaab72bc1ee3fc6e75c2673df689747f7a00d,pair_component_0053,1,0.9,20260618
medfact_bench_1160,medfact_bench_1160,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,71,363c9dd52080c0379bac8ef7a3a7a1680ba18ff2e7bd94b09e5d567f3e21f88b,1f2b94dd191be592e9f014074bc14160ca12f94aef4cf5ddadbfb198bb7f258b,pair_component_0011,1,0.9,20260618
medfact_bench_1161,medfact_bench_1161,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,57,363c9dd52080c0379bac8ef7a3a7a1680ba18ff2e7bd94b09e5d567f3e21f88b,c8204ca43e0ddc92092f2b489c2f8c7e05c0cdb3e5d065c8472bd6fba76e597e,pair_component_0011,1,0.9,20260618
medfact_bench_1162,medfact_bench_1162,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,58,363c9dd52080c0379bac8ef7a3a7a1680ba18ff2e7bd94b09e5d567f3e21f88b,1f4dd7fe0c216b43037e163d030fe6f73ec1bb0516a64f91e05a75b329790eaf,pair_component_0011,1,0.9,20260618
medfact_bench_1163,medfact_bench_1163,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,56,b37d04e43a56b332cbe34789f090c46a3c8f0509cc087d07faa713a4577ed923,efad542b4f18dd252fec9b20529d64139f35f95195df04096f143e04e44b15e4,pair_component_0011,1,0.9,20260618
medfact_bench_1164,medfact_bench_1164,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,57,b37d04e43a56b332cbe34789f090c46a3c8f0509cc087d07faa713a4577ed923,fb410c59779701c24460fc6ad56afba9ccf2ba8586978bdc9cdce0ee4b7a8a40,pair_component_0011,1,0.9,20260618
medfact_bench_1165,medfact_bench_1165,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,72,b37d04e43a56b332cbe34789f090c46a3c8f0509cc087d07faa713a4577ed923,050f529d443ad6c2d9b15f161279940e85ba7f1b1b46e4f18a9bae9e4291e1d4,pair_component_0011,1,0.9,20260618
medfact_bench_1166,medfact_bench_1166,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,58,b37d04e43a56b332cbe34789f090c46a3c8f0509cc087d07faa713a4577ed923,d6da22e0f42729732a393a6ebb4890c30eee5893180f7fedd83765e48c9eddcf,pair_component_0011,1,0.9,20260618
medfact_bench_1167,medfact_bench_1167,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,59,b37d04e43a56b332cbe34789f090c46a3c8f0509cc087d07faa713a4577ed923,1f2b94dd191be592e9f014074bc14160ca12f94aef4cf5ddadbfb198bb7f258b,pair_component_0011,1,0.9,20260618
medfact_bench_1168,medfact_bench_1168,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,60,3d1473196d40b69dc3733ad5b16fcd61c7bb7f765ab55998d1030dd28d5190ba,db3e61d736a45a32727bf4a1b13ccdc3101aab71a76ac422b5f8d1623ddd2dc0,pair_component_0037,2,0.9,20260618
medfact_bench_1169,medfact_bench_1169,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,61,3d1473196d40b69dc3733ad5b16fcd61c7bb7f765ab55998d1030dd28d5190ba,b48ce54ed4a53e2f359e9fa7871dacd1e4618b4c2b8297077c8324e1b80e345a,pair_component_0037,2,0.9,20260618
medfact_bench_117,medfact_bench_117,scifact,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,59,622993c7b4d6f27be8ed4026116c048b9b1df147fd3112bfae4d6eadb80ce3ea,9db8e75985439e9d9f8a66865f5811d7981b4b8d82c521f232e03dc4d647578b,pair_component_0054,0,0.9,20260618
medfact_bench_1170,medfact_bench_1170,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,60,3d1473196d40b69dc3733ad5b16fcd61c7bb7f765ab55998d1030dd28d5190ba,830b1de5ed6da7811bb3495902bd4fa1ff0dda582eddac66b32b1f47bb6895ff,pair_component_0037,2,0.9,20260618
medfact_bench_1171,medfact_bench_1171,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,73,441880e5ab948917f8fa2e8b0074ed35f7cf3bb031030cc8930e6e30a82b41d3,1ed19088a5a9279a6f6af7b81ed4fd6c39f4715bc6a1024722de2eb6923c473c,pair_component_0034,2,0.9,20260618
medfact_bench_1172,medfact_bench_1172,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,74,441880e5ab948917f8fa2e8b0074ed35f7cf3bb031030cc8930e6e30a82b41d3,8f114384686f3e361653b9e254bdbda9cb14b1d5e96e74423b3cb27177e22fff,pair_component_0034,2,0.9,20260618
medfact_bench_1173,medfact_bench_1173,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,75,441880e5ab948917f8fa2e8b0074ed35f7cf3bb031030cc8930e6e30a82b41d3,739ca5ed5a631542bb969e547b0779a2ce05c8c7349bfe99c9aacfd5cf239a2f,pair_component_0034,2,0.9,20260618
medfact_bench_1174,medfact_bench_1174,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,76,441880e5ab948917f8fa2e8b0074ed35f7cf3bb031030cc8930e6e30a82b41d3,f45fae39ea4454479aecca56751079dd14a28aedd1a9720198dffb661514aedf,pair_component_0034,2,0.9,20260618
medfact_bench_1175,medfact_bench_1175,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,77,441880e5ab948917f8fa2e8b0074ed35f7cf3bb031030cc8930e6e30a82b41d3,26c51c07b84bdccc4b66d02d6f726efccc88bd1d14b191ca92cdadb141c4789d,pair_component_0034,2,0.9,20260618
medfact_bench_1176,medfact_bench_1176,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,61,374b9f60c864f7961fab967390b87a8b4b79efa57075058248d7f8971bd7fe09,a399a04523bcacb4b85f2cb4253b630fba2135e1e67806a858a3f2505adb7c3d,pair_component_0020,3,0.9,20260618
medfact_bench_1177,medfact_bench_1177,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,62,374b9f60c864f7961fab967390b87a8b4b79efa57075058248d7f8971bd7fe09,419c884d25a3d82ee3b072ca6c69cbd59a23bb2034313e50a8f2c03283dc3f1b,pair_component_0020,3,0.9,20260618
medfact_bench_1178,medfact_bench_1178,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,63,374b9f60c864f7961fab967390b87a8b4b79efa57075058248d7f8971bd7fe09,994878057db796f3514c55c36e92188ec0c66b95e769eb74ea6b32f96a516d79,pair_component_0020,3,0.9,20260618
medfact_bench_1179,medfact_bench_1179,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,64,374b9f60c864f7961fab967390b87a8b4b79efa57075058248d7f8971bd7fe09,baac20455f5bf95dcb162d15749496b1884e9eba8771afaae07d027acdc76b08,pair_component_0020,3,0.9,20260618
medfact_bench_118,medfact_bench_118,scifact,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,65,c405577d8c23c6e8a309c13ed2c7faae4f46aea3e28414dfca60985339d38344,7224642c816401ff7a9e30cc6fe26fc008aa107841224b0da84462076ad71085,pair_component_0055,0,0.9,20260618
medfact_bench_1180,medfact_bench_1180,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,66,374b9f60c864f7961fab967390b87a8b4b79efa57075058248d7f8971bd7fe09,df73182445873b773f0014252c24969f91629d1829acf50c62dde95cdfdcb2d3,pair_component_0020,3,0.9,20260618
medfact_bench_1181,medfact_bench_1181,healthver,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,67,374b9f60c864f7961fab967390b87a8b4b79efa57075058248d7f8971bd7fe09,5ba4e9b8002ae09b4deeb87d1c5f88434587b14fe2f4e378c8708edc1fdfe0f3,pair_component_0020,3,0.9,20260618
medfact_bench_1182,medfact_bench_1182,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,78,c15ba50db0bf2ea206d8cc3970f38154b5feec97ee6f1da4f2006041198f9d56,a20e4e45cae165e19cbf88607bb08b05e3ca0c756769e1bde6731b521e7a917d,pair_component_0036,2,0.9,20260618
medfact_bench_1183,medfact_bench_1183,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,62,c15ba50db0bf2ea206d8cc3970f38154b5feec97ee6f1da4f2006041198f9d56,f380c547a30f76cd860b598e078462f8c68347fea9e667b0885aabcf37ee0892,pair_component_0036,2,0.9,20260618
medfact_bench_1184,medfact_bench_1184,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,63,c15ba50db0bf2ea206d8cc3970f38154b5feec97ee6f1da4f2006041198f9d56,383d3710602a6f5e3ebe932dadf020b4376017416169b4abfc1935ea7b8f89db,pair_component_0036,2,0.9,20260618
medfact_bench_1185,medfact_bench_1185,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,79,c15ba50db0bf2ea206d8cc3970f38154b5feec97ee6f1da4f2006041198f9d56,da04d10c784746842f194973f2cc499c4b68642a3079e5e99fc2609659c56d06,pair_component_0036,2,0.9,20260618
medfact_bench_1186,medfact_bench_1186,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,80,c15ba50db0bf2ea206d8cc3970f38154b5feec97ee6f1da4f2006041198f9d56,cc2a6e8ed0f9deae5c641ea033227dd81f132f591d94cb914bbebd10ba4f839c,pair_component_0036,2,0.9,20260618
medfact_bench_1187,medfact_bench_1187,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,81,c15ba50db0bf2ea206d8cc3970f38154b5feec97ee6f1da4f2006041198f9d56,d1bbb4baa627fea87c8339c6c3835de7a37841e0e342ff8a70876e8ee2b5f96e,pair_component_0036,2,0.9,20260618
medfact_bench_1188,medfact_bench_1188,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,82,350e55a7a614b6afda728bd05a4463f48e535f4f9bb724b60c0bb5fdf6d77a23,3dec5ee169a508c9e724ef91506ad22791eb91f45dab7189199b02d745cd4837,pair_component_0017,4,0.9,20260618
medfact_bench_1189,medfact_bench_1189,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,64,350e55a7a614b6afda728bd05a4463f48e535f4f9bb724b60c0bb5fdf6d77a23,651b3db73580e85070393be7b3656c00c33db34545f4ede01bfe2f10850710f5,pair_component_0017,4,0.9,20260618
medfact_bench_119,medfact_bench_119,scifact,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,65,ac7a571fb4eb8f34569c74ae162c54649a165115688677e495c4fdcdaa7e47c1,b0734f7b1f539aa60ebb3238b713158ccf26dad97108b8e2aa7a917a8b4c7e94,pair_component_0038,2,0.9,20260618
medfact_bench_1190,medfact_bench_1190,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,83,350e55a7a614b6afda728bd05a4463f48e535f4f9bb724b60c0bb5fdf6d77a23,1aea1913ed0948690f67098c93f29b48bb77ab589a507f5c9df38dfcf8f6a95b,pair_component_0017,4,0.9,20260618
medfact_bench_1191,medfact_bench_1191,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,84,350e55a7a614b6afda728bd05a4463f48e535f4f9bb724b60c0bb5fdf6d77a23,f189d824a17ba8698b65ef4ec1cbcb8eb9d71e4fa425e6111cf3e65386b82867,pair_component_0017,4,0.9,20260618
medfact_bench_1192,medfact_bench_1192,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,85,350e55a7a614b6afda728bd05a4463f48e535f4f9bb724b60c0bb5fdf6d77a23,7e74315faf3ec439baf42ca5687fb1c274345de2c20b3041bae56b2c8918f5d7,pair_component_0017,4,0.9,20260618
medfact_bench_1193,medfact_bench_1193,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,86,350e55a7a614b6afda728bd05a4463f48e535f4f9bb724b60c0bb5fdf6d77a23,92b8d781ce1e436e1682a4d5cb8797fef01af125378b6e9d619b20d7e4680592,pair_component_0017,4,0.9,20260618
medfact_bench_1194,medfact_bench_1194,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,87,350e55a7a614b6afda728bd05a4463f48e535f4f9bb724b60c0bb5fdf6d77a23,0714d306ead632b58e8873fc55955ffebc2e52115db0006aa5abbfc40a503d2a,pair_component_0017,4,0.9,20260618
medfact_bench_1195,medfact_bench_1195,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,66,350e55a7a614b6afda728bd05a4463f48e535f4f9bb724b60c0bb5fdf6d77a23,3e18cf42e163230e628a2b2050deaca040b41ee647403e48ea0f92df0aa7ad04,pair_component_0017,4,0.9,20260618
medfact_bench_1196,medfact_bench_1196,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,67,350e55a7a614b6afda728bd05a4463f48e535f4f9bb724b60c0bb5fdf6d77a23,fc08200fd592c9a294aa927c7d282f5284da04c52e5af4935b480ebcb8d44685,pair_component_0017,4,0.9,20260618
medfact_bench_1197,medfact_bench_1197,healthver,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,68,13a38e8a8753d68d86df1e7f17648dff444f040d6ff2dba11bbe87627567e9e6,dff16d153e7c60afa7614582e7f3fd0a1e416756a3e0b11a3ce0125bbb728295,pair_component_0012,2,0.9,20260618
medfact_bench_1198,medfact_bench_1198,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,88,13a38e8a8753d68d86df1e7f17648dff444f040d6ff2dba11bbe87627567e9e6,c0adacbe5cb01cf46d078ef612f0931053f7cf060c20d757eb6f4bf9878a8edb,pair_component_0012,2,0.9,20260618
medfact_bench_1199,medfact_bench_1199,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,89,13a38e8a8753d68d86df1e7f17648dff444f040d6ff2dba11bbe87627567e9e6,19fe0b52ce2d1f2c58b85028e1d4a551eebe4f34417b2039998a5c012c0cb37c,pair_component_0012,2,0.9,20260618
medfact_bench_12,medfact_bench_12,scifact,REFUTE,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,69,3c8cbdd28e1086d6599bd9f6f41d1a39f1c40451201fea3c236778af516b693d,fb57269d9eb28021555baccec942f3cddbce73f517c61f94bb0285a4e2d6ded8,pair_component_0039,2,0.9,20260618
medfact_bench_120,medfact_bench_120,scifact,UNCERTAIN,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,68,c6ba636df5ce61fb0f8b0c8db01e7e818fca98a0183332366ef98c92de304fdb,e947a0a5844e0c46669ec460da98041920d37147043508721db2c8e818280b7b,pair_component_0056,4,0.9,20260618
medfact_bench_1200,medfact_bench_1200,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,90,509594d19770cbe7a7a13e312c2dafb78bd51080e5e002da1907d17bea281d2c,0d253b4da1a446a02cc375d846b84c6acd23c300a71107ed8d96c8345a2db5ae,pair_component_0041,3,0.9,20260618
medfact_bench_1201,medfact_bench_1201,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,91,509594d19770cbe7a7a13e312c2dafb78bd51080e5e002da1907d17bea281d2c,16f0d614d0aa84998e73c6616c162f770e9908782c2ad6fc7ae8915b547e2781,pair_component_0041,3,0.9,20260618
medfact_bench_1202,medfact_bench_1202,healthver,SUPPORT,standardized_claim_evidence_pool_6454,lexicographic_record_id_within_label_first_200,92,509594d19770cbe7a7a13e312c2dafb78bd51080e5e002da1907d17bea281d2c,3e52b1e66e3dbb9707b02c5d049ad4fa150f34e7ba44f82825b4b0576ddeb59e,pair_component_0041,3,0.9,20260618
