annotation_id,claim_id,claim_cluster_id,link_reasons,linked_formal_ids,linked_component_ids,linked_outer_folds,linked_component_count,maximum_claim_similarity,retained_in_every_scorer_fold
eswa_0227,medfact_bench_170,claim_9624f9c65b,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_170;medfact_bench_171,pair_component_0167,3,1,1.0000000000000004,False
eswa_0228,medfact_bench_986,claim_c793374a23,normalized_source_prefix,medfact_bench_1108,pair_component_0028,1,1,0.17191922272056478,False
eswa_0229,medfact_bench_906,claim_d2d2f1c112,normalized_source_prefix,medfact_bench_1067;medfact_bench_1138;medfact_bench_1151,pair_component_0019,3,1,0.22614729474250242,False
eswa_0230,medfact_bench_1914,claim_c438bc53f9,,,,,0,0.2042876545166125,True
eswa_0231,medfact_bench_1837,claim_a7b08dcc20,,,,,0,0.7255521461571427,True
eswa_0232,medfact_bench_1612,claim_18de2a076a,,,,,0,0.3785611710538498,True
eswa_0233,medfact_bench_1591,claim_cf99e5b962,exact_normalized_claim;normalized_source_prefix,medfact_bench_1581;medfact_bench_1588;medfact_bench_1676;medfact_bench_1722;medfact_bench_1725;medfact_bench_1738,pair_component_0160;pair_component_0163,1;2,2,1.0000000000000004,False
eswa_0234,medfact_bench_1723,claim_cdb707bee7,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_1673;medfact_bench_1722;medfact_bench_1723;medfact_bench_1724;medfact_bench_1726,pair_component_0160,1,1,1.0000000000000004,False
eswa_0235,medfact_bench_1902,claim_43effd9610,,,,,0,0.18591308333593337,True
eswa_0236,pubhealth_train_883,claim_b99b2934cd,,,,,0,0.19341762035285198,True
eswa_0237,pubhealth_test_423,claim_1540758fed,,,,,0,0.24536031685152115,True
eswa_0238,pubhealth_train_1840,claim_e63489886d,,,,,0,0.11183057846753928,True
eswa_0239,pubhealth_validation_435,claim_f90b2c46bc,,,,,0,0.1358486221389653,True
eswa_0240,pubhealth_validation_206,claim_1eca8f61f2,,,,,0,0.09656706104345938,True
eswa_0241,pubhealth_validation_404,claim_8b278828ef,,,,,0,0.1929385994853026,True
eswa_0242,pubhealth_test_1174,claim_d4967a65c0,,,,,0,0.15669431668313505,True
eswa_0243,pubhealth_test_262,claim_c62228ccff,,,,,0,0.12744112959993603,True
eswa_0244,pubhealth_train_1938,claim_751c55cb06,,,,,0,0.12802362703578096,True
eswa_0245,medfact_bench_250,claim_5b8137bbc4,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_250;medfact_bench_251;medfact_bench_252,pair_component_0097,0,1,0.9999999999999998,False
eswa_0246,medfact_bench_121,claim_e617e0f61b,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_121,pair_component_0040,3,1,0.9999999999999998,False
eswa_0247,medfact_bench_49,claim_81f5c66548,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_49,pair_component_0123,2,1,0.9999999999999999,False
eswa_0248,medfact_bench_187,claim_b1ac1daa0c,,,,,0,0.2478035962315344,True
eswa_0249,medfact_bench_151,claim_378383f9d2,,,,,0,0.1233736797278512,True
eswa_0250,medfact_bench_104,claim_6a4642ac1f,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_104,pair_component_0005,4,1,1.0000000000000002,False
eswa_0251,medfact_bench_163,claim_b6b3ff5360,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_162;medfact_bench_163,pair_component_0155,1,1,1.0,False
eswa_0252,medfact_bench_162,claim_c42761c153,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_162;medfact_bench_163,pair_component_0155,1,1,1.0000000000000009,False
eswa_0253,medfact_bench_4,claim_ff173c9408,,,,,0,0.34635176127273876,True
eswa_0254,medfact_bench_202,claim_1604faed35,,,,,0,0.2366694680751342,True
eswa_0255,medfact_bench_905,claim_d2d2f1c112,normalized_source_prefix,medfact_bench_1015;medfact_bench_1154;medfact_bench_427,pair_component_0019,3,1,0.22614729474250242,False
eswa_0256,medfact_bench_1753,claim_5c663ad7c3,,,,,0,0.399429896589415,True
eswa_0257,medfact_bench_1801,claim_d67abc13c2,normalized_source_prefix,medfact_bench_1602;medfact_bench_1603,pair_component_0152,1,1,0.6418591576194834,False
eswa_0258,medfact_bench_1902,claim_43effd9610,,,,,0,0.18591308333593337,True
eswa_0259,pubhealth_test_805,claim_cb30d19621,,,,,0,0.07823225487765974,True
eswa_0260,pubhealth_train_1539,claim_997a37addc,,,,,0,0.158696632533846,True
eswa_0261,pubhealth_test_65,claim_5f524f9de7,,,,,0,0.09520939584769708,True
eswa_0262,pubhealth_validation_309,claim_05af46cc48,,,,,0,0.12869625064150744,True
eswa_0263,pubhealth_test_76,claim_b32b094cc2,,,,,0,0.17116801773850648,True
eswa_0264,pubhealth_train_1105,claim_2818eaacda,,,,,0,0.2548651179652344,True
eswa_0265,pubhealth_test_1028,claim_e5618d009d,,,,,0,0.22018893064402484,True
eswa_0266,pubhealth_train_965,claim_660a094606,,,,,0,0.16782377132219184,True
eswa_0267,medfact_bench_10,claim_df6fdd4941,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_10;medfact_bench_11,pair_component_0010,3,1,0.9999999999999994,False
eswa_0268,medfact_bench_197,claim_d01590d812,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_197,pair_component_0085,0,1,1.000000000000001,False
eswa_0269,medfact_bench_143,claim_bfca81b653,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_143,pair_component_0042,4,1,1.000000000000001,False
eswa_0270,medfact_bench_187,claim_b1ac1daa0c,,,,,0,0.2478035962315344,True
eswa_0271,medfact_bench_15,claim_0cfe202b73,,,,,0,0.23195144720049163,True
eswa_0272,medfact_bench_223,claim_b2d239650d,,,,,0,0.19112081777231446,True
eswa_0273,medfact_bench_163,claim_b6b3ff5360,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_162;medfact_bench_163,pair_component_0155,1,1,1.0,False
eswa_0274,medfact_bench_5,claim_ff173c9408,,,,,0,0.34635176127273876,True
eswa_0275,medfact_bench_205,claim_abcd18e291,,,,,0,0.1502663842195911,True
eswa_0276,medfact_bench_987,claim_c793374a23,,,,,0,0.17191922272056478,True
eswa_0277,medfact_bench_1838,claim_a7b08dcc20,,,,,0,0.7255521461571427,True
eswa_0278,medfact_bench_1800,claim_d67abc13c2,,,,,0,0.6418591576194834,True
eswa_0279,medfact_bench_1960,claim_fa883072c5,,,,,0,0.2092753386838689,True
eswa_0280,pubhealth_validation_501,claim_fd75e376d5,,,,,0,0.10957620923921763,True
eswa_0281,pubhealth_train_1539,claim_997a37addc,,,,,0,0.158696632533846,True
eswa_0282,pubhealth_train_735,claim_80b57b5af9,,,,,0,0.13710324729218717,True
eswa_0283,pubhealth_validation_404,claim_8b278828ef,,,,,0,0.1929385994853026,True
eswa_0284,pubhealth_validation_1171,claim_1011d1fd67,,,,,0,0.15053916956129182,True
eswa_0285,pubhealth_train_253,claim_c3471ca25b,,,,,0,0.2047537283380181,True
eswa_0286,medfact_bench_150,claim_5d4d20879f,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_150,pair_component_0043,2,1,0.999999999999998,False
eswa_0287,medfact_bench_53,claim_a9276bd9eb,,,,,0,0.4176110215773933,True
eswa_0288,medfact_bench_151,claim_378383f9d2,,,,,0,0.1233736797278512,True
eswa_0289,medfact_bench_223,claim_b2d239650d,,,,,0,0.19112081777231446,True
eswa_0290,medfact_bench_101,claim_2b5f886dd9,exact_normalized_claim;near_duplicate_claim;normalized_source_prefix;same_record_id,medfact_bench_100;medfact_bench_101,pair_component_0021,1,1,1.0000000000000013,False
eswa_0291,medfact_bench_203,claim_6a2e6163fa,,,,,0,0.2947079934889322,True
eswa_0292,medfact_bench_1735,claim_799042d7a8,,,,,0,0.7718543189237211,True
eswa_0293,medfact_bench_1876,claim_9f74d22e7e,normalized_source_prefix,medfact_bench_1865;medfact_bench_1890,pair_component_0050,4,1,0.28184279177539034,False
eswa_0294,medfact_bench_1962,claim_fa883072c5,,,,,0,0.2092753386838689,True
eswa_0295,pubhealth_validation_501,claim_fd75e376d5,,,,,0,0.10957620923921763,True
eswa_0296,pubhealth_test_110,claim_6869df374f,,,,,0,0.1570188992214335,True
eswa_0297,pubhealth_test_1068,claim_bdff0ad35e,,,,,0,0.1503213700338204,True
eswa_0298,pubhealth_test_1114,claim_aae25f25a1,,,,,0,0.1634697162157269,True
eswa_0299,pubhealth_train_965,claim_660a094606,,,,,0,0.16782377132219184,True
eswa_0300,medfact_bench_121,claim_e617e0f61b,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_121,pair_component_0040,3,1,0.9999999999999998,False
eswa_0301,medfact_bench_53,claim_a9276bd9eb,,,,,0,0.4176110215773933,True
eswa_0302,medfact_bench_8,claim_626905bb24,,,,,0,0.05303938944829728,True
eswa_0303,medfact_bench_186,claim_90629dd051,,,,,0,0.14392635303407658,True
eswa_0304,medfact_bench_202,claim_1604faed35,,,,,0,0.2366694680751342,True
eswa_0305,medfact_bench_1563,claim_01c0660e9d,normalized_source_prefix,medfact_bench_1557;medfact_bench_1639;medfact_bench_1646,pair_component_0157,3,1,0.3519134461205341,False
eswa_0306,pubhealth_train_327,claim_fcf6b11e90,,,,,0,0.17873265103907915,True
eswa_0307,pubhealth_train_1668,claim_a8ddb92c36,,,,,0,0.21664640135240854,True
eswa_0308,pubhealth_train_1707,claim_14d9e9a88f,,,,,0,0.21256505728535766,True
eswa_0309,pubhealth_validation_81,claim_48592dd111,,,,,0,0.19305313905215613,True
eswa_0310,pubhealth_validation_176,claim_d6800a2cdd,,,,,0,0.21627193436407344,True
eswa_0311,medfact_bench_11,claim_9766252334,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_10;medfact_bench_11,pair_component_0010,3,1,1.0000000000000004,False
eswa_0312,medfact_bench_205,claim_abcd18e291,,,,,0,0.1502663842195911,True
eswa_0313,medfact_bench_1713,claim_33694b98a1,normalized_source_prefix,medfact_bench_1776;medfact_bench_1779;medfact_bench_1787,pair_component_0171,2,1,0.5289996542570513,False
eswa_0314,pubhealth_validation_898,claim_ddf6579577,,,,,0,0.4180139866268097,True
eswa_0315,pubhealth_train_735,claim_80b57b5af9,,,,,0,0.13710324729218717,True
eswa_0316,pubhealth_validation_871,claim_c454233bb1,,,,,0,0.1107322658064333,True
eswa_0317,pubhealth_validation_1171,claim_1011d1fd67,,,,,0,0.15053916956129182,True
eswa_0318,pubhealth_train_261,claim_d9cacf2244,,,,,0,0.13356103194271216,True
eswa_0319,medfact_bench_1564,claim_01c0660e9d,normalized_source_prefix,medfact_bench_1557;medfact_bench_1639;medfact_bench_1646,pair_component_0157,3,1,0.3519134461205341,False
eswa_0320,pubhealth_test_173,claim_c144997331,,,,,0,0.14225458739131835,True
eswa_0321,pubhealth_train_38,claim_5de46cc0f6,,,,,0,0.13316307929658872,True
eswa_0322,pubhealth_validation_1080,claim_04dfde99bf,,,,,0,0.20729900213098187,True
eswa_0323,pubhealth_test_992,claim_0869632dc4,,,,,0,0.19890053137350247,True
eswa_0324,pubhealth_test_767,claim_0c7ab27ea9,,,,,0,0.28309116999056044,True
eswa_0325,medfact_bench_1714,claim_33694b98a1,,,,,0,0.5289996542570513,True
eswa_0326,pubhealth_train_1486,claim_4845c3beea,,,,,0,0.2199789214035757,True
eswa_0327,pubhealth_validation_206,claim_1eca8f61f2,,,,,0,0.09656706104345938,True
eswa_0328,pubhealth_test_76,claim_b32b094cc2,,,,,0,0.17116801773850648,True
eswa_0329,medfact_bench_1677,claim_2c69e8cb0a,,,,,0,0.7103681206691826,True
eswa_0330,pubhealth_test_173,claim_c144997331,,,,,0,0.14225458739131835,True
eswa_0331,pubhealth_train_850,claim_9ec4fee217,,,,,0,0.2627065987513457,True
eswa_0332,medfact_bench_1884,claim_b2ca83c5bb,,,,,0,0.8851065647406521,True
eswa_0333,pubhealth_validation_973,claim_73ad393fee,,,,,0,0.1923306024999387,True
eswa_0334,pubhealth_train_850,claim_9ec4fee217,,,,,0,0.2627065987513457,True
eswa_0335,medfact_bench_1914,claim_c438bc53f9,,,,,0,0.2042876545166125,True
eswa_0336,pubhealth_train_1544,claim_5f82fd1c82,,,,,0,0.144471028548085,True
eswa_0337,pubhealth_train_1509,claim_e690dccd3b,,,,,0,0.3808463216015518,True
eswa_0338,medfact_bench_1877,claim_9f74d22e7e,,,,,0,0.28184279177539034,True
eswa_0339,pubhealth_test_805,claim_cb30d19621,,,,,0,0.07823225487765974,True
eswa_0340,pubhealth_train_38,claim_5de46cc0f6,,,,,0,0.13316307929658872,True
eswa_0341,pubhealth_train_513,claim_d7083e1511,,,,,0,0.2600635366913167,True
eswa_0342,pubhealth_train_934,claim_1e203b0cbe,,,,,0,0.17949510364465865,True
eswa_0343,pubhealth_train_936,claim_a91509e6fe,,,,,0,0.1699950139810886,True
eswa_0344,medfact_bench_878,claim_9e9a160b92,,,,,0,0.26286494640171365,True
eswa_0345,medfact_bench_1195,claim_bd66082091,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_1057;medfact_bench_1095;medfact_bench_1188;medfact_bench_1189;medfact_bench_1190;medfact_bench_1191;medfact_bench_1192;medfact_bench_1193;medfact_bench_1194;medfact_bench_1195;medfact_bench_1196,pair_component_0017,4,1,1.0,False
eswa_0346,medfact_bench_1074,claim_7444a298c2,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_1071;medfact_bench_1072;medfact_bench_1073;medfact_bench_1074;medfact_bench_1075;medfact_bench_1079;medfact_bench_383,pair_component_0012,2,1,0.9999999999999967,False
eswa_0347,medfact_bench_354,claim_8b8f258dad,exact_normalized_claim,medfact_bench_351;medfact_bench_353,pair_component_0118,0,1,0.9999999999999984,False
eswa_0348,medfact_bench_789,claim_d15ae24e2a,,,,,0,0.2172651581286935,True
eswa_0349,medfact_bench_741,claim_afca56b014,normalized_source_prefix,medfact_bench_1043,pair_component_0025,3,1,0.2657116239747238,False
eswa_0350,medfact_bench_653,claim_99490d0b7c,normalized_source_prefix,medfact_bench_1004;medfact_bench_1236,pair_component_0058,4,1,0.32793979437071324,False
eswa_0351,medfact_bench_1865,claim_5faa20dafc,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_1865;medfact_bench_1890,pair_component_0050,4,1,1.0000000000000016,False
eswa_0352,medfact_bench_1307,claim_04196f1e2f,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_1306;medfact_bench_1307;medfact_bench_1308;medfact_bench_1314;medfact_bench_1315;medfact_bench_1510,pair_component_0069,0,1,0.9999999999999992,False
eswa_0353,medfact_bench_1759,claim_fd966df45e,exact_normalized_claim;normalized_source_prefix,medfact_bench_1573;medfact_bench_1576;medfact_bench_1588;medfact_bench_1654;medfact_bench_1656,pair_component_0160,1,1,1.0000000000000013,False
eswa_0354,medfact_bench_1992,claim_e682fbcd42,,,,,0,0.15702287815709834,True
eswa_0355,medfact_bench_1661,claim_cf99e5b962,exact_normalized_claim,medfact_bench_1581;medfact_bench_1676;medfact_bench_1738,pair_component_0163,2,1,1.0000000000000004,False
eswa_0356,medfact_bench_1557,claim_d38269e37d,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_1557;medfact_bench_1639;medfact_bench_1646,pair_component_0157,3,1,1.0000000000000002,False
eswa_0357,medfact_bench_1770,claim_8b6c5641f4,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_1770;medfact_bench_1782;medfact_bench_1790,pair_component_0171,2,1,1.0000000000000013,False
eswa_0358,medfact_bench_1798,claim_dba620a318,,,,,0,0.650374456283406,True
eswa_0359,medfact_bench_1722,claim_cdb707bee7,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_1588;medfact_bench_1722;medfact_bench_1723;medfact_bench_1724;medfact_bench_1725,pair_component_0160,1,1,1.0000000000000004,False
eswa_0360,pubhealth_validation_696,claim_45106bfd5d,,,,,0,0.19622257106065832,True
eswa_0361,pubhealth_test_974,claim_3974bd6fa6,,,,,0,0.19174802619385342,True
eswa_0362,pubhealth_train_1840,claim_e63489886d,,,,,0,0.11183057846753928,True
eswa_0363,pubhealth_test_65,claim_5f524f9de7,,,,,0,0.09520939584769708,True
eswa_0364,pubhealth_train_944,claim_40e37e27f9,,,,,0,0.23619847502165853,True
eswa_0365,pubhealth_validation_871,claim_c454233bb1,,,,,0,0.1107322658064333,True
eswa_0366,pubhealth_train_1105,claim_2818eaacda,,,,,0,0.2548651179652344,True
eswa_0367,pubhealth_validation_801,claim_bc35b274c2,,,,,0,0.20198476835157733,True
eswa_0368,pubhealth_train_261,claim_d9cacf2244,,,,,0,0.13356103194271216,True
eswa_0369,medfact_bench_252,claim_5b8137bbc4,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_250;medfact_bench_251;medfact_bench_252,pair_component_0097,0,1,0.9999999999999998,False
eswa_0370,medfact_bench_294,claim_3e629cc009,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_294,pair_component_0108,4,1,1.0000000000000013,False
eswa_0371,medfact_bench_150,claim_5d4d20879f,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_150,pair_component_0043,2,1,0.999999999999998,False
eswa_0372,medfact_bench_143,claim_bfca81b653,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_143,pair_component_0042,4,1,1.000000000000001,False
eswa_0373,medfact_bench_298,claim_3249170f28,,,,,0,0.2870227751174812,True
eswa_0374,medfact_bench_302,claim_8a5cf15336,,,,,0,0.21411555250021272,True
eswa_0375,medfact_bench_8,claim_626905bb24,,,,,0,0.05303938944829728,True
eswa_0376,medfact_bench_26,claim_078464d45d,,,,,0,0.21704180969372197,True
eswa_0377,medfact_bench_4,claim_ff173c9408,,,,,0,0.34635176127273876,True
eswa_0378,medfact_bench_203,claim_6a2e6163fa,,,,,0,0.2947079934889322,True
eswa_0379,medfact_bench_809,claim_c11c618f61,normalized_source_prefix,medfact_bench_1015;medfact_bench_1154;medfact_bench_427,pair_component_0019,3,1,0.2503175353953361,False
eswa_0380,medfact_bench_1140,claim_e5c41b4984,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_1110;medfact_bench_1140;medfact_bench_1141;medfact_bench_1142;medfact_bench_1143;medfact_bench_1197;medfact_bench_380,pair_component_0012,2,1,1.0000000000000004,False
eswa_0381,medfact_bench_808,claim_c11c618f61,normalized_source_prefix,medfact_bench_1139;medfact_bench_1153,pair_component_0019,3,1,0.2503175353953361,False
eswa_0382,medfact_bench_1155,claim_fd447bcc80,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_1150;medfact_bench_1151;medfact_bench_1152;medfact_bench_1153;medfact_bench_1154;medfact_bench_1155,pair_component_0019,3,1,1.0000000000000004,False
eswa_0383,medfact_bench_905,claim_d2d2f1c112,normalized_source_prefix,medfact_bench_1015;medfact_bench_1154;medfact_bench_427,pair_component_0019,3,1,0.22614729474250242,False
eswa_0384,medfact_bench_1234,claim_fa434ad150,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_1002;medfact_bench_1232;medfact_bench_1233;medfact_bench_1234;medfact_bench_1235;medfact_bench_1236;medfact_bench_1237;medfact_bench_1238,pair_component_0058,4,1,1.0000000000000009,False
eswa_0385,medfact_bench_1519,claim_de0bba634c,normalized_source_prefix,medfact_bench_1486,pair_component_0141,1,1,0.8713788298296938,False
eswa_0386,medfact_bench_1791,claim_88abd29670,exact_normalized_claim,medfact_bench_1595,pair_component_0169,2,1,0.9999999999999974,False
eswa_0387,medfact_bench_1627,claim_4ce83e423d,,,,,0,0.31776316027938145,True
eswa_0388,medfact_bench_1832,claim_149bf5ebd7,normalized_source_prefix,medfact_bench_1599,pair_component_0150,4,1,0.5959976026608022,False
eswa_0389,medfact_bench_1727,claim_e747f23859,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_1724;medfact_bench_1725;medfact_bench_1726;medfact_bench_1727,pair_component_0160,1,1,0.9999999999999994,False
eswa_0390,medfact_bench_1962,claim_fa883072c5,,,,,0,0.2092753386838689,True
eswa_0391,pubhealth_train_1290,claim_1c2771b282,,,,,0,0.15232778170461533,True
eswa_0392,pubhealth_train_327,claim_fcf6b11e90,,,,,0,0.17873265103907915,True
eswa_0393,pubhealth_train_934,claim_1e203b0cbe,,,,,0,0.17949510364465865,True
eswa_0394,pubhealth_train_1437,claim_0c41adf1c5,,,,,0,0.11183695119970559,True
eswa_0395,pubhealth_train_253,claim_c3471ca25b,,,,,0,0.2047537283380181,True
eswa_0396,medfact_bench_10,claim_df6fdd4941,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_10;medfact_bench_11,pair_component_0010,3,1,0.9999999999999994,False
eswa_0397,medfact_bench_11,claim_9766252334,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_10;medfact_bench_11,pair_component_0010,3,1,1.0000000000000004,False
eswa_0398,medfact_bench_15,claim_0cfe202b73,,,,,0,0.23195144720049163,True
eswa_0399,medfact_bench_101,claim_2b5f886dd9,exact_normalized_claim;near_duplicate_claim;normalized_source_prefix;same_record_id,medfact_bench_100;medfact_bench_101,pair_component_0021,1,1,1.0000000000000013,False
eswa_0400,medfact_bench_986,claim_c793374a23,normalized_source_prefix,medfact_bench_1108,pair_component_0028,1,1,0.17191922272056478,False
eswa_0401,medfact_bench_1982,claim_eb3165f590,,,,,0,0.25443018599192246,True
eswa_0402,medfact_bench_1837,claim_a7b08dcc20,,,,,0,0.7255521461571427,True
eswa_0403,medfact_bench_1612,claim_18de2a076a,,,,,0,0.3785611710538498,True
eswa_0404,medfact_bench_1877,claim_9f74d22e7e,,,,,0,0.28184279177539034,True
eswa_0405,pubhealth_validation_277,claim_9c970c96df,,,,,0,0.14747633831679588,True
eswa_0406,pubhealth_validation_898,claim_ddf6579577,,,,,0,0.4180139866268097,True
eswa_0407,pubhealth_validation_309,claim_05af46cc48,,,,,0,0.12869625064150744,True
eswa_0408,pubhealth_validation_81,claim_48592dd111,,,,,0,0.19305313905215613,True
eswa_0409,pubhealth_validation_176,claim_d6800a2cdd,,,,,0,0.21627193436407344,True
eswa_0410,medfact_bench_1734,claim_799042d7a8,normalized_source_prefix,medfact_bench_1588;medfact_bench_1722;medfact_bench_1725,pair_component_0160,1,1,0.7718543189237211,False
eswa_0411,medfact_bench_1685,claim_e7d6c22680,,,,,0,0.2789027672479169,True
eswa_0412,medfact_bench_1606,claim_397ef6320d,,,,,0,0.6717220817944247,True
eswa_0413,pubhealth_train_883,claim_b99b2934cd,,,,,0,0.19341762035285198,True
eswa_0414,pubhealth_train_1544,claim_5f82fd1c82,,,,,0,0.144471028548085,True
eswa_0415,pubhealth_train_1969,claim_1e37d76af0,,,,,0,0.11729996389696316,True
eswa_0416,pubhealth_test_992,claim_0869632dc4,,,,,0,0.19890053137350247,True
eswa_0417,medfact_bench_1977,claim_4b20bd79c2,,,,,0,0.306767982700865,True
eswa_0418,medfact_bench_1799,claim_d67abc13c2,normalized_source_prefix,medfact_bench_1741;medfact_bench_1775;medfact_bench_1784,pair_component_0171,2,1,0.6418591576194834,False
eswa_0419,pubhealth_validation_973,claim_73ad393fee,,,,,0,0.1923306024999387,True
eswa_0420,pubhealth_test_110,claim_6869df374f,,,,,0,0.1570188992214335,True
eswa_0421,pubhealth_test_1028,claim_e5618d009d,,,,,0,0.22018893064402484,True
eswa_0422,medfact_bench_1634,claim_ff0a5279ff,normalized_source_prefix,medfact_bench_1557;medfact_bench_1639;medfact_bench_1646,pair_component_0157,3,1,0.6620114469079108,False
eswa_0423,medfact_bench_1562,claim_01c0660e9d,,,,,0,0.3519134461205341,True
eswa_0424,pubhealth_train_1486,claim_4845c3beea,,,,,0,0.2199789214035757,True
eswa_0425,pubhealth_test_451,claim_1ee353141c,,,,,0,0.16171743612707729,True
eswa_0426,pubhealth_test_1114,claim_aae25f25a1,,,,,0,0.1634697162157269,True
eswa_0427,medfact_bench_1753,claim_5c663ad7c3,,,,,0,0.399429896589415,True
eswa_0428,medfact_bench_1624,claim_a3714f8b1e,,,,,0,0.4826304838930626,True
eswa_0429,pubhealth_train_936,claim_a91509e6fe,,,,,0,0.1699950139810886,True
eswa_0430,pubhealth_test_262,claim_c62228ccff,,,,,0,0.12744112959993603,True
eswa_0431,medfact_bench_1561,claim_d359e159d9,,,,,0,0.41298283297500743,True
eswa_0432,medfact_bench_1713,claim_33694b98a1,normalized_source_prefix,medfact_bench_1776;medfact_bench_1779;medfact_bench_1787,pair_component_0171,2,1,0.5289996542570513,False
eswa_0433,pubhealth_train_1509,claim_e690dccd3b,,,,,0,0.3808463216015518,True
eswa_0434,pubhealth_validation_1064,claim_310073715a,,,,,0,0.180779352341635,True
eswa_0435,medfact_bench_1735,claim_799042d7a8,,,,,0,0.7718543189237211,True
eswa_0436,medfact_bench_1884,claim_b2ca83c5bb,,,,,0,0.8851065647406521,True
eswa_0437,pubhealth_train_513,claim_d7083e1511,,,,,0,0.2600635366913167,True
eswa_0438,medfact_bench_1744,claim_c6a4d44472,exact_normalized_claim,medfact_bench_1748,pair_component_0169,2,1,0.9999999999999987,False
eswa_0439,medfact_bench_1768,claim_cf99e5b962,exact_normalized_claim;normalized_source_prefix,medfact_bench_1581;medfact_bench_1588;medfact_bench_1676;medfact_bench_1722;medfact_bench_1725;medfact_bench_1738,pair_component_0160;pair_component_0163,1;2,2,1.0000000000000004,False
eswa_0440,medfact_bench_1974,claim_e682fbcd42,,,,,0,0.15702287815709834,True
eswa_0441,medfact_bench_1586,claim_fd966df45e,exact_normalized_claim;normalized_source_prefix,medfact_bench_1573;medfact_bench_1576;medfact_bench_1588;medfact_bench_1654;medfact_bench_1656,pair_component_0160,1,1,1.0000000000000013,False
eswa_0442,medfact_bench_1557,claim_d38269e37d,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_1557;medfact_bench_1639;medfact_bench_1646,pair_component_0157,3,1,1.0000000000000002,False
eswa_0443,medfact_bench_1653,claim_fd966df45e,exact_normalized_claim,medfact_bench_1588;medfact_bench_1654;medfact_bench_1656,pair_component_0160,1,1,1.0000000000000013,False
eswa_0444,medfact_bench_1850,claim_6cbc19807c,,,,,0,0.5627752087318152,True
eswa_0445,medfact_bench_882,claim_9e9a160b92,,,,,0,0.26286494640171365,True
eswa_0446,medfact_bench_1308,claim_04196f1e2f,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_1246;medfact_bench_1306;medfact_bench_1307;medfact_bench_1308;medfact_bench_1317;medfact_bench_1528,pair_component_0069,0,1,0.9999999999999992,False
eswa_0447,medfact_bench_1771,claim_8b6c5641f4,exact_normalized_claim,medfact_bench_1770,pair_component_0171,2,1,1.0000000000000013,False
eswa_0448,medfact_bench_1661,claim_cf99e5b962,exact_normalized_claim,medfact_bench_1581;medfact_bench_1676;medfact_bench_1738,pair_component_0163,2,1,1.0000000000000004,False
eswa_0449,pubhealth_test_356,claim_462d52f444,,,,,0,0.213854415228613,True
eswa_0450,pubhealth_test_1068,claim_bdff0ad35e,,,,,0,0.1503213700338204,True
eswa_0451,medfact_bench_1072,claim_7444a298c2,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_1071;medfact_bench_1072;medfact_bench_1073;medfact_bench_1074;medfact_bench_1075;medfact_bench_1077,pair_component_0012,2,1,0.9999999999999967,False
eswa_0452,medfact_bench_880,claim_9e9a160b92,,,,,0,0.26286494640171365,True
eswa_0453,medfact_bench_1518,claim_de0bba634c,normalized_source_prefix,medfact_bench_1306;medfact_bench_1316;medfact_bench_1383;medfact_bench_1527,pair_component_0069,0,1,0.8713788298296938,False
