annotation_id,claim_id,dataset,gold_label,claim_sha256,path_text,relations,path_type,evidence_tier,claim_predicate_families,kg_relation_family,predicate_aligned,endpoint_aligned,path_score,entity_pair_key,claim_cluster_id,duplicate_group_size,path_relevance,evidence_role,error_type,semantic_relation_remapped,actionability
eswa_0059,medfact_bench_61,scifact,UNCERTAIN,5c81a1c603ba21416847f1a4506f211e347eb69b13134d380f7f0443dd12bf12,cataract --presents--> Blindness,presents,1-hop,DIRECT_PREDICATE_MISMATCH,CAUSES,PRESENTS,FALSE,TRUE,0.6675,PrimeKG::Disease::MONDO_grouped:11015_12527_14799_14673_12489_12260_12665_11104_14565_14075_13484_7279_7287_14111_13744_10544_32735_12395_13411_10948_7278_12688_14110_12336_7288_7282_7280_7283_7286_11547_12437_7290_11413_12701_7281_7285_13859_7284_11162_5129_45050_11587_11591_11808_13067_12175||PrimeKG::Symptom::HPO:618,claim_c8dfa5cef3,1,PARTIAL,SUPPORT,INSUFFICIENT_SPECIFICITY,false,ACTIONABLE
eswa_0060,medfact_bench_55,scifact,UNCERTAIN,ec3c814a8a507f091112c81cc1859b17bd7fb1dec3595f40161851eac80bc8dd,heart --expresses--> CRP,expresses,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,EXPRESSION,FALSE,TRUE,0.6675,Anatomy::UBERON:0000948||Gene::1401,claim_337c19043a,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0062,medfact_bench_740,healthver,SUPPORT,5d28afb7481aeda1c4737135706479230296e583d594240d400b720020fb8b85,obesity --presents--> Obesity,presents,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,PRESENTS,FALSE,TRUE,0.6675,Disease::DOID:9970||Symptom::D009765,claim_afca56b014,2,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0063,medfact_bench_1232,healthver,UNCERTAIN,5e75455646ecb5bf4221cf0f416182408514bb0dbd7c2118dc1a77a3e8df3a17,systemic lupus erythematosus --localizes--> immune system,localizes,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.4675,Anatomy::UBERON:0002405||Disease::DOID:9074,claim_fa434ad150,2,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0064,medfact_bench_1520,medaesqa,SUPPORT,c9e1b03e71ee3f1d8281dfc3cd059b4cafe14c5a54fb4e7c2e741761046dfa96,obesity --presents--> Body Weight,presents,1-hop,DIRECT_PREDICATE_MATCH,PRESENTS,PRESENTS,TRUE,TRUE,0.9175,Disease::DOID:9970||Symptom::D001835,claim_de0bba634c,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0065,medfact_bench_1608,medaesqa,SUPPORT,1cffd194fe8c03c84c6122f918d3648b501907afaa7cbe521633a9ea1520ccce,RUNX2 --participates--> cartilage development,participates,1-hop,DIRECT_PREDICATE_MISMATCH,CAUSES,CONTEXT_ONLY,FALSE,TRUE,0.4675,Biological Process::GO:0051216||Gene::860,claim_397ef6320d,2,PARTIAL,SUPPORT,INSUFFICIENT_SPECIFICITY,false,ACTIONABLE
eswa_0066,medfact_bench_1627,medaesqa,SUPPORT,7fe2fdd95c35262017627de774a2f0cf56af15b94a440ca7f8f501a4a2a5cf6a,skull --expresses--> RUNX2,expresses,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,EXPRESSION,FALSE,TRUE,0.6675,Anatomy::UBERON:0003129||Gene::860,claim_4ce83e423d,3,PARTIAL,CONTEXT_ONLY,INDIRECT_BRIDGE,false,NON_ACTIONABLE
eswa_0067,medfact_bench_1595,medaesqa,UNCERTAIN,92df53c89a9ba53d31db7d1508e3660ce576ae368e885c961134a2e843b3e1db,Short stature --presents--> cleidocranial dysplasia,presents,1-hop,DIRECT_PREDICATE_MISMATCH,CAUSES,PRESENTS,FALSE,TRUE,0.6675,PrimeKG::Disease::MONDO:7340||PrimeKG::Symptom::HPO:4322,claim_88abd29670,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0068,pubhealth_validation_1151,pubhealth,REFUTE,2a396d0e74c966dfc17d7e719c69108e92276d221b4f5abad650e34c9f974e60,pancreatic cancer --localizes--> pancreas,localizes,1-hop,DIRECT_PREDICATE_MISMATCH,TREATS,CONTEXT_ONLY,FALSE,TRUE,0.4675,Anatomy::UBERON:0001264||Disease::DOID:1793,claim_3d8c18729a,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0069,pubhealth_train_1237,pubhealth,REFUTE,7286343429d0781eb4bc8d14f0e47ef0ae82f03ddd872cf95733ef406c39d444,obesity --presents--> Pediatric Obesity,presents,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,PRESENTS,FALSE,TRUE,0.6675,Disease::DOID:9970||Symptom::D063766,claim_62d228422c,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0070,pubhealth_train_1707,pubhealth,SUPPORT,44bbbebf05430db7c68c2e8e52a27b480e7ee37d2c508474dac81f7c781a8b76,hematologic cancer --localizes--> blood,localizes,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.4675,Anatomy::UBERON:0000178||Disease::DOID:2531,claim_14d9e9a88f,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0071,pubhealth_train_1327,pubhealth,UNCERTAIN,750b96936ade8f4da6c46769acd7e03608e8c7f9e3e847ed3e103e75f2c9ee40,brain --upregulates--> MAGEE1,upregulates,1-hop,DIRECT_PREDICATE_MISMATCH,CAUSES,EXPRESSION,FALSE,TRUE,0.6675,Anatomy::UBERON:0000955||Gene::57692,claim_afe6a7f5f9,1,IRRELEVANT,CONTEXT_ONLY,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0072,pubhealth_validation_486,pubhealth,UNCERTAIN,8df1ea0ce45b3f5914f80968b1e10428a6307f66c883d2413447cb40ccfe519c,Sildenafil --adverse_event_context--> Edema,adverse_event_context,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CAUSES,FALSE,TRUE,0.6675,Compound::DB00203||PrimeKG::Symptom::HPO:969,claim_d5ca8f44f6,1,RELEVANT,REFUTE,POLARITY,true,ACTIONABLE
eswa_0073,medfact_bench_325,scifact,UNCERTAIN,c4487c5e05ec121906648b9f27d1d18f9d788b3e802154343d2cda6e5edef3f3,TP53 --participates--> aging,participates,1-hop,DIRECT_PREDICATE_MISMATCH,EXPRESSION;CAUSES,CONTEXT_ONLY,FALSE,TRUE,0.4675,Biological Process::GO:0007568||Gene::7157,claim_469a60e097,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0074,medfact_bench_100,scifact,UNCERTAIN,d902e5aa71c5dd4a845b40b39df19b8c9d440ca1995adb45706e113126f4cb0d,epilepsy syndrome --presents--> Seizures,presents,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,PRESENTS,FALSE,TRUE,0.6675,Disease::DOID:1826||Symptom::D012640,claim_23c10c2076,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0075,medfact_bench_1233,healthver,UNCERTAIN,5e75455646ecb5bf4221cf0f416182408514bb0dbd7c2118dc1a77a3e8df3a17,systemic lupus erythematosus --localizes--> immune system,localizes,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.4675,Anatomy::UBERON:0002405||Disease::DOID:9074,claim_fa434ad150,2,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0076,medfact_bench_1306,medaesqa,SUPPORT,fd85aab8d5241d8f5a18edf4488fda01e578ea2c6cc2f13782d6d4f22cdb9628,obesity --presents--> Body Weight,presents,1-hop,DIRECT_PREDICATE_MATCH,PRESENTS,PRESENTS,TRUE,TRUE,0.9175,Disease::DOID:9970||Symptom::D001835,claim_04196f1e2f,2,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0077,medfact_bench_1672,medaesqa,SUPPORT,aeca6697fdc0269af6adba1f59ca1760a65e5963f5a6611509e192a326954ff2,RUNX2 --interacts--> RB1,interacts,1-hop,DIRECT_PREDICATE_MISMATCH,CAUSES;ASSOCIATES,INTERACTS,FALSE,TRUE,0.6675,Gene::5925||Gene::860,claim_fd966df45e,8,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0078,medfact_bench_1833,medaesqa,SUPPORT,84ffa537aba3d9f9ef36f788b3ad1f812ad4a9a5234fd48acf66f31dab61f71b,TNFSF11 --participates--> bone resorption,participates,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.4675,Biological Process::GO:0045453||Gene::8600,claim_149bf5ebd7,1,PARTIAL,SUPPORT,INSUFFICIENT_SPECIFICITY,false,ACTIONABLE
eswa_0079,medfact_bench_1726,medaesqa,UNCERTAIN,9eadced95ff634b3e7895e62db3ced3533aa0c6e5e08c358d9b9cf34e99973fc,lung --expresses--> RUNX2,expresses,1-hop,DIRECT_PREDICATE_MISMATCH,CAUSES;ASSOCIATES,EXPRESSION,FALSE,TRUE,0.6675,Anatomy::UBERON:0002048||Gene::860,claim_e747f23859,2,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0080,pubhealth_train_696,pubhealth,REFUTE,423e882052d41395cf6774b6d129b1ea42e1c009fd84d6781f8fb5d1b289e1d9,Hydroxychloroquine --resembles--> Chloroquine,resembles,1-hop,DIRECT_PREDICATE_MISMATCH,TREATS,CONTEXT_ONLY,FALSE,TRUE,0.4675,Compound::DB00608||Compound::DB01611,claim_6cf4fcfeed,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0081,pubhealth_train_1318,pubhealth,REFUTE,b9c70f1792c6af178946445cab223a7859d9f8c80a2295b38d178cdfd193c9ec,restless legs syndrome --localizes--> leg,localizes,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.4675,Anatomy::UBERON:0000978||Disease::DOID:0050425,claim_64cb8b2197,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0082,pubhealth_validation_545,pubhealth,SUPPORT,9523c4688314cbaf7f4c7557bb79da8e6b1a778a8be62fa5d087099a6b76755f,lung cancer --localizes--> lung,localizes,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.4675,Anatomy::UBERON:0002048||Disease::DOID:1324,claim_934c7699c0,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0083,pubhealth_test_491,pubhealth,UNCERTAIN,e3a25e1bb81de44199b8b2197439a80c38a2a723e57bf0e7f4bc788f848b8486,brain --expresses--> BEST1,expresses,1-hop,DIRECT_PREDICATE_MISMATCH,TREATS,EXPRESSION,FALSE,TRUE,0.6675,Anatomy::UBERON:0000955||Gene::7439,claim_b1e80aa2b7,1,IRRELEVANT,UNKNOWN,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0084,pubhealth_validation_311,pubhealth,UNCERTAIN,92ea433cab70dd429af650ad0ab1a20e79872e643b02830cbf5a3049931dbab2,Macular degeneration --presents--> macular degeneration,presents,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,PRESENTS,FALSE,TRUE,0.6675,PrimeKG::Disease::MONDO_grouped:11285_13406_12767_12540_7932_14189_3004_5150_5417_14207_12659_14266_13420_13409_12419_13416_12674_100114||PrimeKG::Symptom::HPO:608,claim_32e0524ff2,1,PARTIAL,CONTEXT_ONLY,RELATION_MISMATCH,false,NON_ACTIONABLE
eswa_0085,medfact_bench_61,scifact,UNCERTAIN,5c81a1c603ba21416847f1a4506f211e347eb69b13134d380f7f0443dd12bf12,Blindness --presents--> cataract,presents,1-hop,DIRECT_PREDICATE_MISMATCH,CAUSES,PRESENTS,FALSE,TRUE,0.6675,PrimeKG::Disease::MONDO_grouped:11015_12527_14799_14673_12489_12260_12665_11104_14565_14075_13484_7279_7287_14111_13744_10544_32735_12395_13411_10948_7278_12688_14110_12336_7288_7282_7280_7283_7286_11547_12437_7290_11413_12701_7281_7285_13859_7284_11162_5129_45050_11587_11591_11808_13067_12175||PrimeKG::Symptom::HPO:618,claim_c8dfa5cef3,1,PARTIAL,CONTEXT_ONLY,POLARITY,false,NON_ACTIONABLE
eswa_0086,medfact_bench_170,scifact,UNCERTAIN,96b6a0b2cbf74464003776d458aef25c388a905b3fb4d3bd8b065704e29b17a9,embryo --expresses--> PIN1,expresses,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,EXPRESSION,FALSE,TRUE,0.6675,Anatomy::UBERON:0000922||Gene::5300,claim_9624f9c65b,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0087,medfact_bench_1520,medaesqa,SUPPORT,c9e1b03e71ee3f1d8281dfc3cd059b4cafe14c5a54fb4e7c2e741761046dfa96,obesity --presents--> Weight Loss,presents,1-hop,DIRECT_PREDICATE_MATCH,PRESENTS,PRESENTS,TRUE,TRUE,0.9175,Disease::DOID:9970||Symptom::D015431,claim_de0bba634c,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0088,medfact_bench_1752,medaesqa,SUPPORT,ca012d874bc05ac75903129bc119d469a3082342105680861a9854ec4112c771,CTSK --participates--> bone resorption,participates,1-hop,DIRECT_PREDICATE_MISMATCH,EXPRESSION,CONTEXT_ONLY,FALSE,TRUE,0.4675,Biological Process::GO:0045453||Gene::1513,claim_5c663ad7c3,1,PARTIAL,SUPPORT,INSUFFICIENT_SPECIFICITY,false,ACTIONABLE
eswa_0089,medfact_bench_1833,medaesqa,SUPPORT,84ffa537aba3d9f9ef36f788b3ad1f812ad4a9a5234fd48acf66f31dab61f71b,TNFRSF11B --interacts--> TNFSF11,interacts,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,INTERACTS,FALSE,TRUE,0.6675,Gene::4982||Gene::8600,claim_149bf5ebd7,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0090,pubhealth_test_399,pubhealth,REFUTE,35ae36ce6356161826c71191720ac230866ad02afa83641ad4c2bd166b8a340b,pancreatic cancer --localizes--> pancreas,localizes,1-hop,DIRECT_PREDICATE_MISMATCH,ASSOCIATES,CONTEXT_ONLY,FALSE,TRUE,0.4675,Anatomy::UBERON:0001264||Disease::DOID:1793,claim_d052fcd9c5,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0091,pubhealth_train_1893,pubhealth,REFUTE,745c014d19890b70b6d92c36cb34985555fd4911d83032f71cc9dc42a1a9d5d6,lung cancer --localizes--> lung,localizes,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.4675,Anatomy::UBERON:0002048||Disease::DOID:1324,claim_dd41f9219e,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0092,pubhealth_test_107,pubhealth,SUPPORT,fa64767dc1cbc8db48da16d78c6976ba73a35968686be28fac419911bc6d5ec9,lung cancer --localizes--> lung,localizes,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.4675,Anatomy::UBERON:0002048||Disease::DOID:1324,claim_d25e0e3287,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0093,pubhealth_train_1571,pubhealth,UNCERTAIN,03fcbd28b3847dfc3c4d1ca2239ac15bc30f8a3688e0815607be28a80dc9f323,macular degeneration --presents--> Macular degeneration,presents,1-hop,DIRECT_PREDICATE_MISMATCH,TREATS,PRESENTS,FALSE,TRUE,0.6675,PrimeKG::Disease::MONDO_grouped:11285_13406_12767_12540_7932_14189_3004_5150_5417_14207_12659_14266_13420_13409_12419_13416_12674_100114||PrimeKG::Symptom::HPO:608,claim_9e937ffa5a,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0094,pubhealth_test_786,pubhealth,UNCERTAIN,653ed76d9ca26a7a68ddfdb724b48c46c6b8cf532f105d0c96b799dcfb25d762,Osteoporosis --presents--> osteoporosis,presents,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,PRESENTS,FALSE,TRUE,0.6675,PrimeKG::Disease::MONDO:5298||PrimeKG::Symptom::HPO:939,claim_a47acb7605,1,PARTIAL,CONTEXT_ONLY,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0095,medfact_bench_325,scifact,UNCERTAIN,c4487c5e05ec121906648b9f27d1d18f9d788b3e802154343d2cda6e5edef3f3,TP53 --participates--> p53 pathway,participates,1-hop,DIRECT_PREDICATE_MISMATCH,EXPRESSION;CAUSES,CONTEXT_ONLY,FALSE,TRUE,0.4675,Gene::7157||Pathway::PC7_12271,claim_469a60e097,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0096,medfact_bench_1976,medaesqa,SUPPORT,64c45da59d2f002c466ed46778dcd0e54aa1d96a5b6ae8e1e20f6e278c243b2b,lung --expresses--> ARCN1,expresses,1-hop,DIRECT_PREDICATE_MISMATCH,TREATS,EXPRESSION,FALSE,TRUE,0.6675,Anatomy::UBERON:0002048||Gene::372,claim_4b20bd79c2,1,IRRELEVANT,CONTEXT_ONLY,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0097,pubhealth_test_481,pubhealth,REFUTE,9b0a22de3ac06b050f3362e2ea30b97deb491a74a8346987a85fc48d457aa019,lung cancer --localizes--> lung,localizes,1-hop,DIRECT_PREDICATE_MISMATCH,TREATS,CONTEXT_ONLY,FALSE,TRUE,0.4675,Anatomy::UBERON:0002048||Disease::DOID:1324,claim_d6ed406e00,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0098,pubhealth_test_444,pubhealth,REFUTE,110f4a35a0c751d4888e5ff4c23260955c56a76452bdd3dc400e6fabdb142c3e,kidney cancer --localizes--> kidney,localizes,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.4675,Anatomy::UBERON:0002113||Disease::DOID:263,claim_93ffb81e0b,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0099,pubhealth_validation_1080,pubhealth,SUPPORT,8488d84ad5c3ba61aaded383abaed492b392b64894f14b2318a764a17b4d56a8,hematologic cancer --localizes--> blood,localizes,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.4675,Anatomy::UBERON:0000178||Disease::DOID:2531,claim_04dfde99bf,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0100,pubhealth_test_491,pubhealth,UNCERTAIN,e3a25e1bb81de44199b8b2197439a80c38a2a723e57bf0e7f4bc788f848b8486,brain --upregulates--> BEST1,upregulates,1-hop,DIRECT_PREDICATE_MISMATCH,TREATS,EXPRESSION,FALSE,TRUE,0.6675,Anatomy::UBERON:0000955||Gene::7439,claim_b1e80aa2b7,1,IRRELEVANT,UNKNOWN,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0101,pubhealth_train_1927,pubhealth,UNCERTAIN,11c5d3db61c074bff0fdbee17d914ca2f75efd196d999a64c21fa678b2e31aac,KLK3 --associates--> prostate cancer,associates,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,ASSOCIATES,FALSE,TRUE,0.6675,Gene::354||PrimeKG::Disease::MONDO:8315,claim_ffa83b7fd0,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0102,medfact_bench_1633,medaesqa,SUPPORT,46d999cd43481460bce8f0336d63aace71e570b118518a93a10a8309dd889039,Delayed eruption of teeth --presents--> cleidocranial dysplasia,presents,1-hop,DIRECT_PREDICATE_MISMATCH,CAUSES,PRESENTS,FALSE,TRUE,0.6675,PrimeKG::Disease::MONDO:7340||PrimeKG::Symptom::HPO:684,claim_ff0a5279ff,1,PARTIAL,SUPPORT,INSUFFICIENT_SPECIFICITY,false,ACTIONABLE
eswa_0103,pubhealth_train_766,pubhealth,REFUTE,3c47cac60bb9a30d75d4d7da3ad5da8656c63a1ad228ae4a231a228df4f28ab9,Osteoporosis --presents--> osteoporosis,presents,1-hop,DIRECT_PREDICATE_MISMATCH,TREATS,PRESENTS,FALSE,TRUE,0.6675,PrimeKG::Disease::MONDO:5298||PrimeKG::Symptom::HPO:939,claim_001f8da441,1,IRRELEVANT,CONTEXT_ONLY,RELATION_MISMATCH,false,NON_ACTIONABLE
eswa_0104,pubhealth_test_703,pubhealth,SUPPORT,5e432dd5d7e073fb4c2cbfa71125579c9590c6e6b41e7d0c5f95816a3f200a0c,breast cancer --localizes--> lymph node,localizes,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.4675,Anatomy::UBERON:0000029||Disease::DOID:1612,claim_2db21788c1,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0105,pubhealth_train_1571,pubhealth,UNCERTAIN,03fcbd28b3847dfc3c4d1ca2239ac15bc30f8a3688e0815607be28a80dc9f323,Macular degeneration --presents--> macular degeneration,presents,1-hop,DIRECT_PREDICATE_MISMATCH,TREATS,PRESENTS,FALSE,TRUE,0.6675,PrimeKG::Disease::MONDO_grouped:11285_13406_12767_12540_7932_14189_3004_5150_5417_14207_12659_14266_13420_13409_12419_13416_12674_100114||PrimeKG::Symptom::HPO:608,claim_9e937ffa5a,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0106,pubhealth_train_905,pubhealth,UNCERTAIN,6b81379bc180093726b2a6b579136cf0770423c774872001420a57725c607be2,liver cancer --localizes--> liver,localizes,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.4675,Anatomy::UBERON:0002107||Disease::DOID:3571,claim_ff01d58b8e,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0107,medfact_bench_1560,medaesqa,SUPPORT,a640024a4eeee42e970a1261bf4a4f74004c38eb0d5c5075e2b38183c0f23478,RUNX2 --participates--> bone development,participates,1-hop,DIRECT_PREDICATE_MISMATCH,CAUSES,CONTEXT_ONLY,FALSE,TRUE,0.4675,Biological Process::GO:0060348||Gene::860,claim_d359e159d9,1,PARTIAL,SUPPORT,INSUFFICIENT_SPECIFICITY,false,ACTIONABLE
eswa_0108,pubhealth_train_238,pubhealth,SUPPORT,f26b14d13b6103b77fa49e079d8b4d34474b53626bac78b865890e44f83071ff,lung cancer --upregulates--> LARGE,upregulates,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,EXPRESSION,FALSE,TRUE,0.6675,Disease::DOID:1324||Gene::9215,claim_9c1468f85c,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0109,pubhealth_validation_1064,pubhealth,UNCERTAIN,2d216b599aa83fdc3b911566f496ff20e60419c6f209aa3845ab2a505749a7ea,Osteoporosis --presents--> osteoporosis,presents,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,PRESENTS,FALSE,TRUE,0.6675,PrimeKG::Disease::MONDO:5298||PrimeKG::Symptom::HPO:939,claim_310073715a,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0110,medfact_bench_1560,medaesqa,SUPPORT,a640024a4eeee42e970a1261bf4a4f74004c38eb0d5c5075e2b38183c0f23478,RUNX2 --participates--> osteoblast differentiation,participates,1-hop,DIRECT_PREDICATE_MISMATCH,CAUSES,CONTEXT_ONLY,FALSE,TRUE,0.4675,Biological Process::GO:0001649||Gene::860,claim_d359e159d9,1,PARTIAL,SUPPORT,INSUFFICIENT_SPECIFICITY,false,ACTIONABLE
eswa_0111,pubhealth_test_804,pubhealth,SUPPORT,e622f2134b3c59f250afd94a7ad361e109305ada06e8d1b59f51d9a9eda5c635,obesity --presents--> Pediatric Obesity,presents,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,PRESENTS,FALSE,TRUE,0.6675,Disease::DOID:9970||Symptom::D063766,claim_e78bca69e8,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0112,pubhealth_validation_486,pubhealth,UNCERTAIN,8df1ea0ce45b3f5914f80968b1e10428a6307f66c883d2413447cb40ccfe519c,Edema --causes--> Sildenafil,causes,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CAUSES,FALSE,TRUE,0.6675,Compound::DB00203||PrimeKG::Symptom::HPO:969,claim_d5ca8f44f6,1,PARTIAL,REFUTE,POLARITY,false,ACTIONABLE
eswa_0113,medfact_bench_1976,medaesqa,SUPPORT,64c45da59d2f002c466ed46778dcd0e54aa1d96a5b6ae8e1e20f6e278c243b2b,chronic obstructive pulmonary disease --localizes--> lung,localizes,1-hop,DIRECT_PREDICATE_MISMATCH,TREATS,CONTEXT_ONLY,FALSE,TRUE,0.4675,Anatomy::UBERON:0002048||Disease::DOID:3083,claim_4b20bd79c2,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0114,pubhealth_train_1115,pubhealth,SUPPORT,abea61e0fae9ed404f4fcec5d41a11cf705e3cb5f761b497f51f9a004c5deffc,amyotrophic lateral sclerosis --associates--> SOD1,associates,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,ASSOCIATES,FALSE,TRUE,0.6675,Disease::DOID:332||Gene::6647,claim_ff1955f35a,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0115,pubhealth_train_1975,pubhealth,UNCERTAIN,7349127eed6d4acd3779aceea736a9eafdfcf8e3da26ccab06d50afc5720cf55,Acetaminophen --causes--> Asthma,causes,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CAUSES,FALSE,TRUE,0.6675,Compound::DB00316||Side Effect::C0004096,claim_01bb2300d0,1,PARTIAL,REFUTE,POLARITY,false,ACTIONABLE
